SNP	eGene	CHR	POS	SNP_PHENOTYPE	END	First_Level	PHENOTYPE	Metabolism	Locus	Locus name	Entrez Gene Name	Location	Type(s)	Most associated metabolite or ratio	Biochemical locus-metabolite relationship [PMID]	Predicted causal gene	eQTL (gene and tissue)	Complex trait association [PMID]	Metabolite association [PMID]	Inborn error metabolism	Gene/protein classification (DT=drug target, ME=metabolic enzyme, TP=transporter)	ChEMBL ID	Drug information	In development PharmaProjects (preclinical, Phase I to III, pre-registration, registration)	Failed PharmaProjects (Suspended, withdrawn, no development)	split_eQTLs	causal_eGene	split	Overlap
rs7570971	MAP3K19	2	135722061	1,5-anhydroglucitol (1,5-AG)	135805028	Unknown		False	20	RAB3GAP1	RAB3 GTPase activating protein subunit 1 (catalytic)	Cytoplasm	other	1,5-anhydroglucitol (1,5-AG)	1,5-anhydroglucitol (1,5-AG) is a marker for glycemic control [21085649]	unknown	NA	Cholesterol, total [20686565]	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs7570971	SAP130	2	128698791	1,5-anhydroglucitol (1,5-AG)	128785694	Unknown		False	20	RAB3GAP1	RAB3 GTPase activating protein subunit 1 (catalytic)	Cytoplasm	other	1,5-anhydroglucitol (1,5-AG)	1,5-anhydroglucitol (1,5-AG) is a marker for glycemic control [21085649]	unknown	NA	Cholesterol, total [20686565]	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs7642243	SLC51A	3	195938358	X-09789	195970049	Organismal Systems		False	32	SLC51A	solute carrier family 51, alpha subunit	Plasma Membrane	transporter	X-09789	X-09789 is an unknown metabolite	unknown	NA	NA	NA	NA	NA	CHEMBL2073724	Dinoprostone, digoxin, and estrone sulfuric with activity in ChEMBL	NA	NA	NA	False	unknown	False
rs7642243	MUC4	3	195473636	X-09789	195539148	Unknown		False	32	SLC51A	solute carrier family 51, alpha subunit	Plasma Membrane	transporter	X-09789	X-09789 is an unknown metabolite	unknown	NA	NA	NA	NA	NA	CHEMBL2073724	Dinoprostone, digoxin, and estrone sulfuric with activity in ChEMBL	NA	NA	NA	False	unknown	False
rs7642243	ZDHHC19	3	195924320	X-09789	195938308	Unknown		False	32	SLC51A	solute carrier family 51, alpha subunit	Plasma Membrane	transporter	X-09789	X-09789 is an unknown metabolite	unknown	NA	NA	NA	NA	NA	CHEMBL2073724	Dinoprostone, digoxin, and estrone sulfuric with activity in ChEMBL	NA	NA	NA	False	unknown	False
rs7642243	TM4SF19	3	196046213	X-09789	196065374	Unknown		False	32	SLC51A	solute carrier family 51, alpha subunit	Plasma Membrane	transporter	X-09789	X-09789 is an unknown metabolite	unknown	NA	NA	NA	NA	NA	CHEMBL2073724	Dinoprostone, digoxin, and estrone sulfuric with activity in ChEMBL	NA	NA	NA	False	unknown	False
rs7642243	TNK2	3	195590235	X-09789	195638816	Unknown		False	32	SLC51A	solute carrier family 51, alpha subunit	Plasma Membrane	transporter	X-09789	X-09789 is an unknown metabolite	unknown	NA	NA	NA	NA	NA	CHEMBL2073724	Dinoprostone, digoxin, and estrone sulfuric with activity in ChEMBL	NA	NA	NA	False	unknown	False
rs7642243	PCYT1A	3	195941093	X-09789	196014828	Metabolism, Human Diseases	Amino acid metabolism	True	32	SLC51A	solute carrier family 51, alpha subunit	Plasma Membrane	transporter	X-09789	X-09789 is an unknown metabolite	unknown	NA	NA	NA	NA	NA	CHEMBL2073724	Dinoprostone, digoxin, and estrone sulfuric with activity in ChEMBL	NA	NA	NA	False	unknown	False
rs7775554	SRSF12	6	89805678	X-12244--N-acetylcarnosine	89827800	Unknown		False	53	PM20D2	peptidase M20 domain containing 2	unknown	other	X-12244--N-acetylcarnosine	X-12244 has been identified as N-acetylcarnosine	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs7775554	PM20D2	6	89855769	X-12244--N-acetylcarnosine	89875284	Unknown		False	53	PM20D2	peptidase M20 domain containing 2	unknown	other	X-12244--N-acetylcarnosine	X-12244 has been identified as N-acetylcarnosine	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs7775554	PNRC1	6	89790470	X-12244--N-acetylcarnosine	89794879	Unknown		False	53	PM20D2	peptidase M20 domain containing 2	unknown	other	X-12244--N-acetylcarnosine	X-12244 has been identified as N-acetylcarnosine	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs7775554	DOPEY1	6	83777385	X-12244--N-acetylcarnosine	83881069	Unknown		False	53	PM20D2	peptidase M20 domain containing 2	unknown	other	X-12244--N-acetylcarnosine	X-12244 has been identified as N-acetylcarnosine	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs7809615	CNPY4	7	99717236	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99723134	Unknown		False	60	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Cytoplasm	enzyme	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	CYP3A5 encodes a P450 with 6beta-hydroxylation activity against multiple steroids, including  testosterone and progesterone.   [10403825]. Ratio interpretation: androsterone sulfate and 4-androsten-3beta,17beta-diol disulfate 2 conceivably represent a substrate/product pair ('activity').	CYP3A5	CPSF4-LCL	NA	androsterone sulfate [21886157] (r2=0.145 with rs17277546); Dehydroepiandrosterone sulphate levels [21533175]	NA	ME	CHEMBL3019	Substrates: Midazolam, tracolimus, erythromycin, flunitrazepa	NA	NA	CPSF4 LCL	False	CYP3A5	False
rs7809615	ZKSCAN5	7	99102274	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99132323	Unknown		False	60	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Cytoplasm	enzyme	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	CYP3A5 encodes a P450 with 6beta-hydroxylation activity against multiple steroids, including  testosterone and progesterone.   [10403825]. Ratio interpretation: androsterone sulfate and 4-androsten-3beta,17beta-diol disulfate 2 conceivably represent a substrate/product pair ('activity').	CYP3A5	CPSF4-LCL	NA	androsterone sulfate [21886157] (r2=0.145 with rs17277546); Dehydroepiandrosterone sulphate levels [21533175]	NA	ME	CHEMBL3019	Substrates: Midazolam, tracolimus, erythromycin, flunitrazepa	NA	NA	CPSF4 LCL	False	CYP3A5	False
rs7809615	GS1-259H	7	99195689	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99208439	Unknown		False	60	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Cytoplasm	enzyme	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	CYP3A5 encodes a P450 with 6beta-hydroxylation activity against multiple steroids, including  testosterone and progesterone.   [10403825]. Ratio interpretation: androsterone sulfate and 4-androsten-3beta,17beta-diol disulfate 2 conceivably represent a substrate/product pair ('activity').	CYP3A5	CPSF4-LCL	NA	androsterone sulfate [21886157] (r2=0.145 with rs17277546); Dehydroepiandrosterone sulphate levels [21533175]	NA	ME	CHEMBL3019	Substrates: Midazolam, tracolimus, erythromycin, flunitrazepa	NA	NA	CPSF4 LCL	False	CYP3A5	False
rs7809615	CYP3A7	7	99302667	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99332719	Metabolism, Human Diseases	Metabolism of cofactors and vitamins	True	60	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Cytoplasm	enzyme	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	CYP3A5 encodes a P450 with 6beta-hydroxylation activity against multiple steroids, including  testosterone and progesterone.   [10403825]. Ratio interpretation: androsterone sulfate and 4-androsten-3beta,17beta-diol disulfate 2 conceivably represent a substrate/product pair ('activity').	CYP3A5	CPSF4-LCL	NA	androsterone sulfate [21886157] (r2=0.145 with rs17277546); Dehydroepiandrosterone sulphate levels [21533175]	NA	ME	CHEMBL3019	Substrates: Midazolam, tracolimus, erythromycin, flunitrazepa	NA	NA	CPSF4 LCL	False	CYP3A5	False
rs7809615	CPSF4	7	99036545	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99054994	Genetic Information Processing, Human Diseases		False	60	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Cytoplasm	enzyme	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	CYP3A5 encodes a P450 with 6beta-hydroxylation activity against multiple steroids, including  testosterone and progesterone.   [10403825]. Ratio interpretation: androsterone sulfate and 4-androsten-3beta,17beta-diol disulfate 2 conceivably represent a substrate/product pair ('activity').	CYP3A5	CPSF4-LCL	NA	androsterone sulfate [21886157] (r2=0.145 with rs17277546); Dehydroepiandrosterone sulphate levels [21533175]	NA	ME	CHEMBL3019	Substrates: Midazolam, tracolimus, erythromycin, flunitrazepa	NA	NA	CPSF4 LCL	False	CYP3A5	False
rs7809615	CYP3A5	7	99245817	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99277621	Metabolism, Human Diseases	Xenobiotics biodegradation and metabolism	True	60	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Cytoplasm	enzyme	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	CYP3A5 encodes a P450 with 6beta-hydroxylation activity against multiple steroids, including  testosterone and progesterone.   [10403825]. Ratio interpretation: androsterone sulfate and 4-androsten-3beta,17beta-diol disulfate 2 conceivably represent a substrate/product pair ('activity').	CYP3A5	CPSF4-LCL	NA	androsterone sulfate [21886157] (r2=0.145 with rs17277546); Dehydroepiandrosterone sulphate levels [21533175]	NA	ME	CHEMBL3019	Substrates: Midazolam, tracolimus, erythromycin, flunitrazepa	NA	NA	CPSF4 LCL	False	CYP3A5	True
rs7809615	TAF6	7	99707571	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99717190	Genetic Information Processing		False	60	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Cytoplasm	enzyme	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	CYP3A5 encodes a P450 with 6beta-hydroxylation activity against multiple steroids, including  testosterone and progesterone.   [10403825]. Ratio interpretation: androsterone sulfate and 4-androsten-3beta,17beta-diol disulfate 2 conceivably represent a substrate/product pair ('activity').	CYP3A5	CPSF4-LCL	NA	androsterone sulfate [21886157] (r2=0.145 with rs17277546); Dehydroepiandrosterone sulphate levels [21533175]	NA	ME	CHEMBL3019	Substrates: Midazolam, tracolimus, erythromycin, flunitrazepa	NA	NA	CPSF4 LCL	False	CYP3A5	False
rs7809615	PTCD1	7	99014362	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99036539	Unknown		False	60	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Cytoplasm	enzyme	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	CYP3A5 encodes a P450 with 6beta-hydroxylation activity against multiple steroids, including  testosterone and progesterone.   [10403825]. Ratio interpretation: androsterone sulfate and 4-androsten-3beta,17beta-diol disulfate 2 conceivably represent a substrate/product pair ('activity').	CYP3A5	CPSF4-LCL	NA	androsterone sulfate [21886157] (r2=0.145 with rs17277546); Dehydroepiandrosterone sulphate levels [21533175]	NA	ME	CHEMBL3019	Substrates: Midazolam, tracolimus, erythromycin, flunitrazepa	NA	NA	CPSF4 LCL	False	CYP3A5	False
rs7809615	ARPC1B	7	98971872	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	98992424	Cellular Processes, Organismal Systems, Human Diseases		False	60	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Cytoplasm	enzyme	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	CYP3A5 encodes a P450 with 6beta-hydroxylation activity against multiple steroids, including  testosterone and progesterone.   [10403825]. Ratio interpretation: androsterone sulfate and 4-androsten-3beta,17beta-diol disulfate 2 conceivably represent a substrate/product pair ('activity').	CYP3A5	CPSF4-LCL	NA	androsterone sulfate [21886157] (r2=0.145 with rs17277546); Dehydroepiandrosterone sulphate levels [21533175]	NA	ME	CHEMBL3019	Substrates: Midazolam, tracolimus, erythromycin, flunitrazepa	NA	NA	CPSF4 LCL	False	CYP3A5	False
rs7809615	ARPC1A	7	98923521	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	98963880	Cellular Processes, Organismal Systems, Human Diseases		False	60	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Cytoplasm	enzyme	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	CYP3A5 encodes a P450 with 6beta-hydroxylation activity against multiple steroids, including  testosterone and progesterone.   [10403825]. Ratio interpretation: androsterone sulfate and 4-androsten-3beta,17beta-diol disulfate 2 conceivably represent a substrate/product pair ('activity').	CYP3A5	CPSF4-LCL	NA	androsterone sulfate [21886157] (r2=0.145 with rs17277546); Dehydroepiandrosterone sulphate levels [21533175]	NA	ME	CHEMBL3019	Substrates: Midazolam, tracolimus, erythromycin, flunitrazepa	NA	NA	CPSF4 LCL	False	CYP3A5	False
rs7809615	AVL9	7	32535038	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	33078516	Unknown		False	60	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Cytoplasm	enzyme	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	CYP3A5 encodes a P450 with 6beta-hydroxylation activity against multiple steroids, including  testosterone and progesterone.   [10403825]. Ratio interpretation: androsterone sulfate and 4-androsten-3beta,17beta-diol disulfate 2 conceivably represent a substrate/product pair ('activity').	CYP3A5	CPSF4-LCL	NA	androsterone sulfate [21886157] (r2=0.145 with rs17277546); Dehydroepiandrosterone sulphate levels [21533175]	NA	ME	CHEMBL3019	Substrates: Midazolam, tracolimus, erythromycin, flunitrazepa	NA	NA	CPSF4 LCL	False	CYP3A5	False
rs7809615	NRG4	15	76228310	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	76352136	Environmental Information Processing		False	60	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Cytoplasm	enzyme	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	CYP3A5 encodes a P450 with 6beta-hydroxylation activity against multiple steroids, including  testosterone and progesterone.   [10403825]. Ratio interpretation: androsterone sulfate and 4-androsten-3beta,17beta-diol disulfate 2 conceivably represent a substrate/product pair ('activity').	CYP3A5	CPSF4-LCL	NA	androsterone sulfate [21886157] (r2=0.145 with rs17277546); Dehydroepiandrosterone sulphate levels [21533175]	NA	ME	CHEMBL3019	Substrates: Midazolam, tracolimus, erythromycin, flunitrazepa	NA	NA	CPSF4 LCL	False	CYP3A5	False
rs7849270	PPP2R4	9	131873229	C-glycosyltryptophan/ succinylcarnitine	131911225	Unknown		False	73	CRAT	carnitine O-acetyltransferase	Cytoplasm	enzyme	C-glycosyltryptophan/ succinylcarnitine	"CRAT encodes carnitine O-acetyltransferase, which catalyzes the interconversion of short chain acylcarnitines and acyl-coenzyme A derivatives.  CRAT has maximal activity for propionyl-CoA [2351134].  Ratio interpretation: n/a.
"	CRAT	CRAT-LCL,ENDOG-LCL,IER5L-LCL,PPP2R4-FAT,PPP2R4-Skin	NA	NA	NA	NA	CHEMBL3184	Compounds with no inhibitory activity in ChEMBL	NA	1	CRAT LCL ENDOG LCL IER5L LCL PPP2R4 FAT PPP2R4 Skin	True	CRAT	False
rs7849270	CRAT	9	131857089	C-glycosyltryptophan/ succinylcarnitine	131873468	Cellular Processes		False	73	CRAT	carnitine O-acetyltransferase	Cytoplasm	enzyme	C-glycosyltryptophan/ succinylcarnitine	"CRAT encodes carnitine O-acetyltransferase, which catalyzes the interconversion of short chain acylcarnitines and acyl-coenzyme A derivatives.  CRAT has maximal activity for propionyl-CoA [2351134].  Ratio interpretation: n/a.
"	CRAT	CRAT-LCL,ENDOG-LCL,IER5L-LCL,PPP2R4-FAT,PPP2R4-Skin	NA	NA	NA	NA	CHEMBL3184	Compounds with no inhibitory activity in ChEMBL	NA	1	CRAT LCL ENDOG LCL IER5L LCL PPP2R4 FAT PPP2R4 Skin	True	CRAT	True
rs7849270	RP11-247	9	131963594	C-glycosyltryptophan/ succinylcarnitine	131972827	Unknown		False	73	CRAT	carnitine O-acetyltransferase	Cytoplasm	enzyme	C-glycosyltryptophan/ succinylcarnitine	"CRAT encodes carnitine O-acetyltransferase, which catalyzes the interconversion of short chain acylcarnitines and acyl-coenzyme A derivatives.  CRAT has maximal activity for propionyl-CoA [2351134].  Ratio interpretation: n/a.
"	CRAT	CRAT-LCL,ENDOG-LCL,IER5L-LCL,PPP2R4-FAT,PPP2R4-Skin	NA	NA	NA	NA	CHEMBL3184	Compounds with no inhibitory activity in ChEMBL	NA	1	CRAT LCL ENDOG LCL IER5L LCL PPP2R4 FAT PPP2R4 Skin	True	CRAT	False
rs7849270	DOLPP1	9	131843379	C-glycosyltryptophan/ succinylcarnitine	131852717	Metabolism	Carbohydrate metabolism	True	73	CRAT	carnitine O-acetyltransferase	Cytoplasm	enzyme	C-glycosyltryptophan/ succinylcarnitine	"CRAT encodes carnitine O-acetyltransferase, which catalyzes the interconversion of short chain acylcarnitines and acyl-coenzyme A derivatives.  CRAT has maximal activity for propionyl-CoA [2351134].  Ratio interpretation: n/a.
"	CRAT	CRAT-LCL,ENDOG-LCL,IER5L-LCL,PPP2R4-FAT,PPP2R4-Skin	NA	NA	NA	NA	CHEMBL3184	Compounds with no inhibitory activity in ChEMBL	NA	1	CRAT LCL ENDOG LCL IER5L LCL PPP2R4 FAT PPP2R4 Skin	True	CRAT	False
rs7849270	TOR1A	9	132575223	C-glycosyltryptophan/ succinylcarnitine	132586413	Unknown		False	73	CRAT	carnitine O-acetyltransferase	Cytoplasm	enzyme	C-glycosyltryptophan/ succinylcarnitine	"CRAT encodes carnitine O-acetyltransferase, which catalyzes the interconversion of short chain acylcarnitines and acyl-coenzyme A derivatives.  CRAT has maximal activity for propionyl-CoA [2351134].  Ratio interpretation: n/a.
"	CRAT	CRAT-LCL,ENDOG-LCL,IER5L-LCL,PPP2R4-FAT,PPP2R4-Skin	NA	NA	NA	NA	CHEMBL3184	Compounds with no inhibitory activity in ChEMBL	NA	1	CRAT LCL ENDOG LCL IER5L LCL PPP2R4 FAT PPP2R4 Skin	True	CRAT	False
rs7849270	SH3GLB2	9	131769376	C-glycosyltryptophan/ succinylcarnitine	131790582	Cellular Processes		False	73	CRAT	carnitine O-acetyltransferase	Cytoplasm	enzyme	C-glycosyltryptophan/ succinylcarnitine	"CRAT encodes carnitine O-acetyltransferase, which catalyzes the interconversion of short chain acylcarnitines and acyl-coenzyme A derivatives.  CRAT has maximal activity for propionyl-CoA [2351134].  Ratio interpretation: n/a.
"	CRAT	CRAT-LCL,ENDOG-LCL,IER5L-LCL,PPP2R4-FAT,PPP2R4-Skin	NA	NA	NA	NA	CHEMBL3184	Compounds with no inhibitory activity in ChEMBL	NA	1	CRAT LCL ENDOG LCL IER5L LCL PPP2R4 FAT PPP2R4 Skin	True	CRAT	False
rs7849270	RP11-247	9	131860133	C-glycosyltryptophan/ succinylcarnitine	131862545	Unknown		False	73	CRAT	carnitine O-acetyltransferase	Cytoplasm	enzyme	C-glycosyltryptophan/ succinylcarnitine	"CRAT encodes carnitine O-acetyltransferase, which catalyzes the interconversion of short chain acylcarnitines and acyl-coenzyme A derivatives.  CRAT has maximal activity for propionyl-CoA [2351134].  Ratio interpretation: n/a.
"	CRAT	CRAT-LCL,ENDOG-LCL,IER5L-LCL,PPP2R4-FAT,PPP2R4-Skin	NA	NA	NA	NA	CHEMBL3184	Compounds with no inhibitory activity in ChEMBL	NA	1	CRAT LCL ENDOG LCL IER5L LCL PPP2R4 FAT PPP2R4 Skin	True	CRAT	False
rs7849270	FPGS	9	130556876	C-glycosyltryptophan/ succinylcarnitine	130576606	Metabolism, Human Diseases	Metabolism of cofactors and vitamins	True	73	CRAT	carnitine O-acetyltransferase	Cytoplasm	enzyme	C-glycosyltryptophan/ succinylcarnitine	"CRAT encodes carnitine O-acetyltransferase, which catalyzes the interconversion of short chain acylcarnitines and acyl-coenzyme A derivatives.  CRAT has maximal activity for propionyl-CoA [2351134].  Ratio interpretation: n/a.
"	CRAT	CRAT-LCL,ENDOG-LCL,IER5L-LCL,PPP2R4-FAT,PPP2R4-Skin	NA	NA	NA	NA	CHEMBL3184	Compounds with no inhibitory activity in ChEMBL	NA	1	CRAT LCL ENDOG LCL IER5L LCL PPP2R4 FAT PPP2R4 Skin	True	CRAT	False
rs7969761	CCDC77	12	498621	betaine/ pyroglutamine	551811	Unknown		False	93	SLC6A13	solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12	Plasma Membrane	transporter	betaine/ pyroglutamine	SLC6A13 encodes GAT2 which transports betaine in addition to GABA [8420981]. Ratio interpretation: n/a.	SLC6A13	NA	Chronic kidney disease [20383146]	NA	NA	NA	CHEMBL4535	Compounds with inhibitory activity in ChEMBL	NA	NA	NA	False	SLC6A13	False
rs7969761	SLC6A13	12	329789	betaine/ pyroglutamine	372039	Organismal Systems		False	93	SLC6A13	solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12	Plasma Membrane	transporter	betaine/ pyroglutamine	SLC6A13 encodes GAT2 which transports betaine in addition to GABA [8420981]. Ratio interpretation: n/a.	SLC6A13	NA	Chronic kidney disease [20383146]	NA	NA	NA	CHEMBL4535	Compounds with inhibitory activity in ChEMBL	NA	NA	NA	False	SLC6A13	True
rs7969761	KDM5A	12	389295	betaine/ pyroglutamine	498438	Unknown		False	93	SLC6A13	solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12	Plasma Membrane	transporter	betaine/ pyroglutamine	SLC6A13 encodes GAT2 which transports betaine in addition to GABA [8420981]. Ratio interpretation: n/a.	SLC6A13	NA	Chronic kidney disease [20383146]	NA	NA	NA	CHEMBL4535	Compounds with inhibitory activity in ChEMBL	NA	NA	NA	False	SLC6A13	False
rs8002180	ABCC4	13	95672083	X-12244--N-acetylcarnosine	95953687	Environmental Information Processing, Organismal Systems, Human Diseases		False	101	ABCC4	WD repeat domain 66	unknown	other	X-12244--N-acetylcarnosine	X-12244 has been identified as N-acetylcarnosine	unknown	NA	NA	NA	NA	TP	CHEMBL1743128	Substrates: Adefovir, tenofovir, cyclic AMP, dehydroepian- drosterone sulphate, methotrexate, topotecan, furosemide, cyclic GMP, bile acids plus glutathione. Inhibitors: Celecoxib, diclofenac (PMID: 20190787)	NA	NA	NA	False	unknown	False
rs8002180	FGF14	13	102372134	X-12244--N-acetylcarnosine	103054124	Unknown		False	101	ABCC4	WD repeat domain 66	unknown	other	X-12244--N-acetylcarnosine	X-12244 has been identified as N-acetylcarnosine	unknown	NA	NA	NA	NA	TP	CHEMBL1743128	Substrates: Adefovir, tenofovir, cyclic AMP, dehydroepian- drosterone sulphate, methotrexate, topotecan, furosemide, cyclic GMP, bile acids plus glutathione. Inhibitors: Celecoxib, diclofenac (PMID: 20190787)	NA	NA	NA	False	unknown	False
rs8012	SYCE2	19	13009600	glutaroyl carnitine	13030090	Unknown		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	FARSA	19	13033293	glutaroyl carnitine	13044851	Genetic Information Processing		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	GCDH	19	13001840	glutaroyl carnitine	13025021	Metabolism	Amino acid metabolism	True	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	True
rs8012	CALR	19	13049421	glutaroyl carnitine	13055303	Genetic Information Processing, Cellular Processes, Organismal Systems, Human Diseases		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	PRDX2	19	12907634	glutaroyl carnitine	12912694	Unknown		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	AD000092.3	19	13004947	glutaroyl carnitine	13005694	Unknown		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	HOOK2	19	12873817	glutaroyl carnitine	12983554	Unknown		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
rs8012	RTBDN	19	12936292	glutaroyl carnitine	12946242	Unknown		False	132	GCDH	glutaryl-CoA dehydrogenase	Cytoplasm	enzyme	glutaroyl carnitine	GCDH encodes glutaryl-CoA dehydrogenase which catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA [3081514].  Acyl-carnitines and acyl-CoAs readily interconvert	GCDH	GCDH-FAT,GCDH-LCL,GCDH-Skin	NA	NA	Glutaric acidemia type 1.	NA	NA	NA	NA	NA	GCDH FAT GCDH LCL GCDH Skin	True	GCDH	False
